"","gndr","eisced","cntry","agea","nwspol","netustm","horas_internet","noticias_internet","trstplt","trstsci","happy","health"
"2676","Hombre","Formacion Profesional","Chipre",58,30,600,10,0.5,0,7,7,4
"2677","Mujer","Master/Doctorado","Chipre",40,60,210,3.5,1,2,8,8,4
"2678","Mujer","Bachiller","Chipre",44,60,480,8,1,3,7,7,4
"2679","Hombre","Bachiller","Chipre",35,10,70,1.17,0.17,0,5,4,3
"2680","Mujer","Grado Universitario","Chipre",55,15,NA,NA,0.25,3,6,4,4
"2681","Mujer","Formacion Profesional","Chipre",48,120,720,12,2,0,4,8,5
"2682","Mujer","Formacion Profesional","Chipre",21,0,300,5,0,0,0,0,4
"2683","Hombre","Grado Universitario","Chipre",41,30,600,10,0.5,0,10,9,4
"2684","Mujer","Master/Doctorado","Chipre",36,0,720,12,0,0,7,5,5
"2685","Hombre","Grado Universitario","Chipre",59,240,720,12,4,0,5,5,3
"2686","Mujer","Secundaria Inferior","Chipre",16,0,600,10,0,0,7,5,3
"2687","Hombre","Bachiller","Chipre",77,210,NA,NA,3.5,4,9,5,4
"2688","Mujer","Master/Doctorado","Chipre",48,60,180,3,1,1,7,6,4
"2689","Mujer","Master/Doctorado","Chipre",25,20,480,8,0.33,0,1,8,5
"2690","Mujer","Bachiller","Chipre",57,10,450,7.5,0.17,0,8,8,4
"2691","Mujer","Primaria","Chipre",71,60,150,2.5,1,3,9,5,3
"2692","Hombre","Master/Doctorado","Chipre",55,180,300,5,3,0,8,9,5
"2693","Mujer","Master/Doctorado","Chipre",42,90,180,3,1.5,0,8,7,5
"2694","Mujer","Grado Universitario","Chipre",41,90,120,2,1.5,1,3,7,4
"2695","Hombre","Grado Universitario","Chipre",33,60,180,3,1,4,9,5,4
"2696","Mujer","Formacion Profesional","Chipre",56,30,300,5,0.5,3,5,8,5
"2697","Hombre","Master/Doctorado","Chipre",31,40,660,11,0.67,3,9,7,5
"2698","Mujer","Secundaria Inferior","Chipre",17,30,420,7,0.5,2,7,2,2
"2699","Hombre","Grado Universitario","Chipre",54,75,150,2.5,1.25,2,7,7,4
"2700","Hombre","Grado Universitario","Chipre",87,160,30,0.5,2.67,2,4,6,3
"2701","Hombre","Master/Doctorado","Chipre",34,60,300,5,1,0,8,9,5
"2702","Mujer","Grado Universitario","Chipre",29,60,720,12,1,5,6,8,4
"2703","Mujer","Master/Doctorado","Chipre",24,180,720,12,3,2,8,7,5
"2704","Mujer","Grado Universitario","Chipre",39,120,300,5,2,2,5,5,4
"2705","Mujer",NA,"Chipre",50,120,90,1.5,2,0,7,8,5
"2706","Hombre","Grado Universitario","Chipre",83,10,NA,NA,0.17,8,2,4,3
"2707","Hombre","Formacion Profesional","Chipre",65,120,150,2.5,2,3,8,7,3
"2708","Mujer","Primaria","Chipre",75,60,NA,NA,1,1,8,8,5
"2709","Mujer","Grado Universitario","Chipre",39,60,180,3,1,1,8,8,5
"2710","Hombre","Master/Doctorado","Chipre",46,30,300,5,0.5,0,10,7,4
"2711","Hombre","Grado Universitario","Chipre",75,30,40,0.67,0.5,5,9,8,4
"2712","Mujer",NA,"Chipre",24,90,240,4,1.5,1,8,9,5
"2713","Mujer","Secundaria Superior","Chipre",72,150,NA,NA,2.5,4,5,9,4
"2714","Hombre","Bachiller","Chipre",15,150,210,3.5,2.5,0,0,9,5
"2715","Hombre","Formacion Profesional","Chipre",63,150,90,1.5,2.5,3,6,10,5
"2716","Hombre","Bachiller","Chipre",62,90,NA,NA,1.5,0,6,5,4
"2717","Hombre","Master/Doctorado","Chipre",49,120,540,9,2,0,8,6,4
"2718","Mujer","Master/Doctorado","Chipre",32,60,480,8,1,0,1,7,4
"2719","Mujer","Master/Doctorado","Chipre",40,30,120,2,0.5,0,5,7,5
"2720","Mujer","Grado Universitario","Chipre",28,20,960,16,0.33,0,5,6,5
"2721","Mujer","Master/Doctorado","Chipre",NA,60,480,8,1,0,5,1,4
"2722","Hombre","Primaria","Chipre",75,30,120,2,0.5,0,9,5,3
"2723","Mujer","Formacion Profesional","Chipre",49,5,180,3,0.08,5,7,8,4
"2724","Hombre","Master/Doctorado","Chipre",48,90,120,2,1.5,2,8,9,4
"2725","Hombre","Grado Universitario","Chipre",21,5,180,3,0.08,0,10,9,5
"2726","Mujer","Grado Universitario","Chipre",42,10,240,4,0.17,0,7,7,4
"2727","Hombre","Master/Doctorado","Chipre",46,30,120,2,0.5,3,8,7,5
"2728","Mujer","Bachiller","Chipre",20,5,840,14,0.08,2,7,3,4
"2729","Hombre","Grado Universitario","Chipre",82,60,NA,NA,1,7,10,7,4
"2730","Mujer","Master/Doctorado","Chipre",42,20,300,5,0.33,0,5,8,5
"2731","Mujer","Master/Doctorado","Chipre",48,120,360,6,2,5,7,8,5
"2732","Mujer","Bachiller","Chipre",68,120,120,2,2,2,7,3,5
"2733","Mujer","Grado Universitario","Chipre",21,60,480,8,1,3,7,8,5
"2734","Mujer","Grado Universitario","Chipre",22,30,960,16,0.5,3,9,8,3
"2735","Mujer","Grado Universitario","Chipre",24,5,600,10,0.08,1,7,5,4
"2736","Mujer","Formacion Profesional","Chipre",53,30,120,2,0.5,0,8,5,4
"2737","Mujer","Bachiller","Chipre",45,150,180,3,2.5,2,4,5,3
"2738","Mujer","Formacion Profesional","Chipre",76,150,60,1,2.5,5,10,0,4
"2739","Hombre","Grado Universitario","Chipre",30,0,240,4,0,0,7,10,5
"2740","Hombre","Primaria","Chipre",66,20,1200,20,0.33,1,3,7,4
"2741","Mujer","Primaria","Chipre",66,90,NA,NA,1.5,5,5,6,3
"2742","Mujer","Primaria","Chipre",74,150,600,10,2.5,2,10,8,4
"2743","Hombre","Master/Doctorado","Chipre",50,105,960,16,1.75,5,9,8,4
"2744","Hombre","Bachiller","Chipre",41,20,20,0.33,0.33,0,4,2,4
"2745","Hombre","Grado Universitario","Chipre",50,130,120,2,2.17,1,1,5,4
"2746","Mujer","Grado Universitario","Chipre",26,30,720,12,0.5,0,2,7,5
"2747","Mujer","Formacion Profesional","Chipre",54,30,NA,NA,0.5,0,6,6,5
"2748","Mujer","Master/Doctorado","Chipre",33,30,600,10,0.5,2,9,8,5
"2749","Mujer","Secundaria Inferior","Chipre",80,60,NA,NA,1,8,1,8,5
"2750","Mujer",NA,"Chipre",75,90,NA,NA,1.5,3,7,3,2
"2751","Mujer","Primaria","Chipre",57,60,60,1,1,4,8,8,5
"2752","Mujer","Master/Doctorado","Chipre",36,60,480,8,1,0,5,5,4
"2753","Hombre","Bachiller","Chipre",25,10,NA,NA,0.17,2,1,2,5
"2754","Mujer","Master/Doctorado","Chipre",34,90,600,10,1.5,0,1,8,4
"2755","Mujer","Grado Universitario","Chipre",35,15,240,4,0.25,0,6,8,5
"2756","Hombre","Bachiller","Chipre",27,20,NA,NA,0.33,1,5,10,5
"2757","Hombre","Secundaria Inferior","Chipre",71,180,NA,NA,3,5,10,7,3
"2758","Hombre","Primaria","Chipre",36,30,180,3,0.5,0,4,6,5
"2759","Hombre","Primaria","Chipre",74,120,NA,NA,2,0,5,0,3
"2760","Mujer","Master/Doctorado","Chipre",32,60,240,4,1,0,6,8,5
"2761","Mujer","Grado Universitario","Chipre",43,30,960,16,0.5,0,9,9,5
"2762","Hombre","Grado Universitario","Chipre",27,30,600,10,0.5,2,5,6,4
"2763","Hombre","Formacion Profesional","Chipre",79,60,120,2,1,0,9,7,3
"2764","Hombre","Formacion Profesional","Chipre",54,30,60,1,0.5,0,3,3,4
"2765","Hombre","Master/Doctorado","Chipre",41,30,180,3,0.5,0,9,5,5
"2766","Mujer","Secundaria Inferior","Chipre",60,60,30,0.5,1,5,8,8,4
"2767","Hombre","Grado Universitario","Chipre",63,120,240,4,2,2,8,3,4
"2768","Mujer","Grado Universitario","Chipre",19,150,240,4,2.5,2,8,7,4
"2769","Mujer","Bachiller","Chipre",21,60,420,7,1,3,4,8,4
"2770","Hombre","Grado Universitario","Chipre",29,60,300,5,1,3,8,8,5
"2771","Mujer","Grado Universitario","Chipre",17,60,240,4,1,2,8,6,4
"2772","Mujer","Master/Doctorado","Chipre",30,90,180,3,1.5,5,8,7,5
"2773","Hombre","Primaria","Chipre",29,60,300,5,1,0,5,1,3
"2774","Mujer","Formacion Profesional","Chipre",64,120,360,6,2,3,8,8,5
"2775","Mujer","Primaria","Chipre",58,30,120,2,0.5,5,8,10,5
"2776","Hombre","Grado Universitario","Chipre",54,30,120,2,0.5,3,8,8,4
"2777","Hombre","Formacion Profesional","Chipre",34,30,240,4,0.5,0,5,2,5
"2778","Mujer","Formacion Profesional","Chipre",36,120,600,10,2,4,5,7,5
"2779","Hombre","Primaria","Chipre",67,240,180,3,4,8,8,7,2
"2780","Mujer","Master/Doctorado","Chipre",62,90,150,2.5,1.5,0,5,NA,4
"2781","Mujer","Master/Doctorado","Chipre",46,90,300,5,1.5,2,7,5,5
"2782","Mujer","Master/Doctorado","Chipre",NA,10,480,8,0.17,10,6,6,4
"2783","Mujer","Master/Doctorado","Chipre",74,60,180,3,1,2,8,NA,2
"2784","Mujer","Master/Doctorado","Chipre",34,10,480,8,0.17,0,7,8,4
"2785","Mujer",NA,"Chipre",20,30,600,10,0.5,3,4,9,4
"2786","Mujer","Secundaria Inferior","Chipre",51,20,NA,NA,0.33,2,5,2,4
"2787","Hombre","Grado Universitario","Chipre",51,120,240,4,2,3,9,2,4
"2788","Mujer","Grado Universitario","Chipre",51,60,NA,NA,1,5,7,7,1
"2789","Hombre","Master/Doctorado","Chipre",45,60,720,12,1,2,8,6,4
"2790","Mujer","Grado Universitario","Chipre",24,90,175,2.92,1.5,0,6,6,4
"2791","Hombre","Grado Universitario","Chipre",66,90,210,3.5,1.5,3,8,7,4
"2792","Hombre","Grado Universitario","Chipre",38,20,30,0.5,0.33,4,8,7,5
"2793","Hombre","Master/Doctorado","Chipre",38,90,660,11,1.5,5,9,10,5
"2794","Mujer","Master/Doctorado","Chipre",57,60,600,10,1,0,7,7,5
"2795","Mujer","Grado Universitario","Chipre",53,100,150,2.5,1.67,1,6,4,5
"2796","Hombre","Grado Universitario","Chipre",39,240,900,15,4,0,6,4,4
"2797","Mujer","Master/Doctorado","Chipre",38,2,120,2,0.03,1,5,7,5
"2798","Hombre","Formacion Profesional","Chipre",62,60,90,1.5,1,0,10,9,3
"2799","Mujer","Master/Doctorado","Chipre",62,120,120,2,2,6,8,7,4
"2800","Hombre","Bachiller","Chipre",24,20,420,7,0.33,0,2,2,3
"2801","Mujer","Grado Universitario","Chipre",34,2,240,4,0.03,6,8,1,4
"2802","Mujer","Master/Doctorado","Chipre",28,60,1080,18,1,0,6,1,4
"2803","Hombre","Bachiller","Chipre",58,60,120,2,1,0,10,6,5
"2804","Mujer","Master/Doctorado","Chipre",38,180,660,11,3,5,5,8,4
"2805","Mujer","Master/Doctorado","Chipre",27,30,180,3,0.5,3,10,6,5
"2806","Mujer","Secundaria Inferior","Chipre",41,0,600,10,0,0,5,5,4
"2807","Mujer","Master/Doctorado","Chipre",34,30,120,2,0.5,4,10,8,4
"2808","Hombre","Grado Universitario","Chipre",25,180,180,3,3,7,6,5,5
"2809","Mujer","Bachiller","Chipre",57,120,720,12,2,2,8,10,5
"2810","Mujer","Master/Doctorado","Chipre",49,105,495,8.25,1.75,1,8,7,4
"2811","Hombre","Formacion Profesional","Chipre",46,15,210,3.5,0.25,0,6,10,4
"2812","Hombre","Grado Universitario","Chipre",37,120,120,2,2,0,5,10,5
"2813","Hombre","Grado Universitario","Chipre",25,480,240,4,8,7,9,8,5
"2814","Mujer","Bachiller","Chipre",65,120,NA,NA,2,0,9,8,5
"2815","Mujer","Master/Doctorado","Chipre",60,150,150,2.5,2.5,3,6,7,3
"2816","Hombre","Master/Doctorado","Chipre",32,60,360,6,1,1,8,8,4
"2817","Mujer","Grado Universitario","Chipre",36,20,360,6,0.33,1,3,8,4
"2818","Hombre","Grado Universitario","Chipre",22,60,300,5,1,3,6,5,4
"2819","Hombre","Secundaria Superior","Chipre",54,30,240,4,0.5,0,2,10,5
"2820","Mujer","Grado Universitario","Chipre",35,10,600,10,0.17,1,4,5,4
"2821","Hombre","Grado Universitario","Chipre",66,120,120,2,2,3,8,7,3
"2822","Hombre","Grado Universitario","Chipre",62,140,60,1,2.33,1,8,9,5
"2823","Mujer","Bachiller","Chipre",67,60,120,2,1,5,7,10,4
"2824","Hombre","Formacion Profesional","Chipre",27,150,240,4,2.5,0,6,6,4
"2825","Hombre","Grado Universitario","Chipre",34,30,240,4,0.5,3,7,5,4
"2826","Mujer","Master/Doctorado","Chipre",71,120,180,3,2,5,7,7,4
"2827","Mujer","Master/Doctorado","Chipre",40,20,240,4,0.33,2,10,8,5
"2828","Hombre","Formacion Profesional","Chipre",70,40,240,4,0.67,4,7,8,5
"2829","Mujer","Master/Doctorado","Chipre",29,60,1200,20,1,2,7,1,4
"2830","Mujer","Grado Universitario","Chipre",40,60,180,3,1,1,3,7,5
"2831","Mujer","Bachiller","Chipre",20,90,180,3,1.5,5,6,7,5
"2832","Hombre","Grado Universitario","Chipre",83,150,90,1.5,2.5,3,8,6,3
"2833","Mujer","Master/Doctorado","Chipre",27,60,360,6,1,1,9,8,4
"2834","Hombre","Grado Universitario","Chipre",50,120,NA,NA,2,7,10,10,4
"2835","Mujer","Bachiller","Chipre",64,60,600,10,1,3,7,7,4
"2836","Hombre","Master/Doctorado","Chipre",55,60,135,2.25,1,0,8,7,4
"2837","Hombre","Secundaria Superior","Alemania",56,60,180,3,1,3,6,8,3
"2838",NA,"Secundaria Superior","Alemania",69,120,50,0.83,2,1,4,7,2
"2839","Hombre","Grado Universitario","Alemania",69,120,180,3,2,4,8,8,4
"2840","Hombre",NA,"Alemania",52,120,90,1.5,2,5,10,9,4
"2841","Hombre","Master/Doctorado","Alemania",41,60,210,3.5,1,6,9,9,5
"2842","Hombre","Formacion Profesional","Alemania",46,60,600,10,1,5,8,6,3
"2843","Hombre","Master/Doctorado","Alemania",32,60,180,3,1,6,9,4,3
"2844","Mujer","Bachiller","Alemania",21,30,360,6,0.5,1,9,6,4
"2845","Hombre","Secundaria Inferior","Alemania",16,20,300,5,0.33,4,6,6,3
"2846","Mujer","Formacion Profesional","Alemania",58,30,60,1,0.5,7,9,8,4
"2847","Hombre","Bachiller","Alemania",20,60,600,10,1,7,10,9,5
"2848","Mujer","Secundaria Superior","Alemania",36,20,120,2,0.33,1,6,3,4
"2849","Mujer","Formacion Profesional","Alemania",19,60,180,3,1,4,3,6,4
"2850","Mujer","Secundaria Superior","Alemania",65,60,180,3,1,4,8,0,4
"2851","Hombre","Bachiller","Alemania",22,45,180,3,0.75,3,7,7,3
"2852","Hombre","Master/Doctorado","Alemania",24,180,720,12,3,0,8,8,5
"2853","Hombre","Formacion Profesional","Alemania",68,60,60,1,1,4,9,7,4
"2854","Mujer","Master/Doctorado","Alemania",30,30,600,10,0.5,5,8,8,3
"2855","Hombre","Grado Universitario","Alemania",28,75,660,11,1.25,6,8,8,5
"2856","Hombre","Secundaria Superior","Alemania",55,60,90,1.5,1,5,6,8,2
"2857","Mujer","Secundaria Inferior","Alemania",17,60,240,4,1,2,9,6,4
"2858","Mujer","Secundaria Superior","Alemania",44,30,30,0.5,0.5,4,5,7,5
"2859","Hombre","Formacion Profesional","Alemania",57,60,60,1,1,3,8,8,4
"2860","Mujer","Master/Doctorado","Alemania",30,30,240,4,0.5,7,9,9,5
"2861","Hombre","Secundaria Superior","Alemania",51,90,60,1,1.5,1,9,7,3
"2862","Hombre","Formacion Profesional","Alemania",31,30,360,6,0.5,0,8,8,3
"2863","Hombre","Secundaria Superior","Alemania",75,90,NA,NA,1.5,7,9,10,3
"2864",NA,"Secundaria Superior","Alemania",64,90,NA,NA,1.5,5,3,10,2
"2865","Hombre","Bachiller","Alemania",16,15,240,4,0.25,4,8,9,5
"2866","Hombre","Formacion Profesional","Alemania",24,30,300,5,0.5,0,7,7,4
"2867","Mujer","Secundaria Superior","Alemania",61,60,180,3,1,0,5,3,2
"2868","Hombre","Master/Doctorado","Alemania",77,120,120,2,2,2,8,9,2
"2869","Mujer","Secundaria Superior","Alemania",39,90,240,4,1.5,5,8,10,4
"2870","Mujer","Secundaria Superior","Alemania",65,130,150,2.5,2.17,6,7,5,4
"2871","Mujer","Secundaria Superior","Alemania",41,30,150,2.5,0.5,3,8,10,3
"2872","Hombre","Master/Doctorado","Alemania",57,60,120,2,1,8,6,8,4
"2873","Mujer","Secundaria Superior","Alemania",65,30,30,0.5,0.5,6,8,2,3
"2874","Mujer","Secundaria Superior","Alemania",64,30,120,2,0.5,3,9,9,3
"2875","Hombre","Secundaria Superior","Alemania",64,90,70,1.17,1.5,3,6,7,4
"2876","Hombre","Secundaria Superior","Alemania",72,60,60,1,1,2,8,9,5
"2877","Hombre","Secundaria Superior","Alemania",24,270,600,10,4.5,2,6,6,4
"2878","Mujer","Secundaria Superior","Alemania",73,70,NA,NA,1.17,4,7,10,2
"2879","Hombre","Bachiller","Alemania",NA,120,120,2,2,6,5,7,3
"2880","Hombre",NA,"Alemania",17,90,120,2,1.5,1,5,6,4
"2881","Hombre","Formacion Profesional","Alemania",60,75,180,3,1.25,6,5,8,3
"2882","Mujer","Master/Doctorado","Alemania",48,30,120,2,0.5,7,8,7,4
"2883","Mujer","Formacion Profesional","Alemania",86,150,0,0,2.5,5,10,5,2
"2884","Mujer","Grado Universitario","Alemania",38,120,600,10,2,3,5,7,4
"2885","Hombre","Master/Doctorado","Alemania",57,45,390,6.5,0.75,6,2,9,4
"2886","Mujer","Secundaria Superior","Alemania",76,90,NA,NA,1.5,7,2,2,2
"2887","Mujer","Master/Doctorado","Alemania",59,20,300,5,0.33,4,6,5,4
"2888","Hombre","Primaria","Alemania",15,10,479,7.98,0.17,3,10,6,3
"2889","Hombre","Secundaria Superior","Alemania",55,60,120,2,1,1,3,9,3
"2890","Hombre","Formacion Profesional","Alemania",30,120,60,1,2,6,8,9,5
"2891","Hombre","Secundaria Inferior","Alemania",17,120,240,4,2,3,3,10,5
"2892","Mujer","Formacion Profesional","Alemania",57,60,30,0.5,1,3,8,8,5
"2893","Hombre","Formacion Profesional","Alemania",29,60,180,3,1,0,8,8,3
"2894","Mujer","Secundaria Superior","Alemania",55,60,360,6,1,5,9,9,4
"2895","Hombre","Secundaria Superior","Alemania",NA,110,NA,NA,1.83,10,10,0,3
"2896","Mujer","Bachiller","Alemania",21,10,720,12,0.17,4,10,2,3
"2897","Mujer","Master/Doctorado","Alemania",28,80,480,8,1.33,3,8,8,5
"2898","Mujer","Secundaria Superior","Alemania",42,60,150,2.5,1,5,6,8,4
"2899","Mujer","Formacion Profesional","Alemania",NA,30,120,2,0.5,6,7,7,3
"2900","Mujer","Grado Universitario","Alemania",38,60,90,1.5,1,3,6,7,4
"2901","Mujer","Formacion Profesional","Alemania",69,105,NA,NA,1.75,4,5,5,3
"2902","Hombre","Secundaria Inferior","Alemania",59,120,60,1,2,7,7,7,3
"2903",NA,NA,"Alemania",NA,180,600,10,3,8,8,8,5
"2904","Mujer","Bachiller","Alemania",19,20,270,4.5,0.33,0,7,7,4
"2905","Mujer","Secundaria Superior","Alemania",54,10,180,3,0.17,0,1,6,3
"2906","Mujer","Secundaria Superior","Alemania",66,30,NA,NA,0.5,7,6,8,4
"2907","Hombre","Master/Doctorado","Alemania",29,60,360,6,1,1,9,8,4
"2908","Hombre","Master/Doctorado","Alemania",35,60,165,2.75,1,3,8,7,4
"2909","Mujer","Secundaria Superior","Alemania",73,120,60,1,2,2,9,7,4
"2910","Mujer","Secundaria Superior","Alemania",63,95,225,3.75,1.58,3,7,9,2
"2911","Hombre","Secundaria Superior","Alemania",68,180,0,0,3,2,6,4,3
"2912","Mujer","Secundaria Superior","Alemania",24,3,660,11,0.05,NA,7,5,4
"2913","Hombre","Secundaria Superior","Alemania",52,60,660,11,1,3,9,3,4
"2914","Hombre","Secundaria Superior","Alemania",75,120,NA,NA,2,5,5,5,3
"2915","Mujer","Formacion Profesional","Alemania",37,60,180,3,1,7,7,8,3
"2916",NA,"Secundaria Superior","Alemania",NA,15,60,1,0.25,3,4,8,3
"2917","Mujer","Secundaria Superior","Alemania",37,120,NA,NA,2,0,4,0,1
"2918","Hombre","Master/Doctorado","Alemania",77,100,193,3.22,1.67,6,10,9,4
"2919","Mujer","Secundaria Superior","Alemania",60,120,300,5,2,0,5,3,2
"2920",NA,NA,"Alemania",NA,30,120,2,0.5,5,7,10,4
"2921","Hombre","Master/Doctorado","Alemania",82,90,120,2,1.5,7,9,9,3
"2922","Hombre","Bachiller","Alemania",24,40,240,4,0.67,5,10,8,5
"2923","Hombre","Secundaria Superior","Alemania",59,15,20,0.33,0.25,5,10,10,3
"2924","Mujer","Formacion Profesional","Alemania",49,15,15,0.25,0.25,4,6,7,4
"2925","Mujer","Bachiller","Alemania",21,45,210,3.5,0.75,2,9,9,4
"2926","Hombre","Secundaria Superior","Alemania",64,60,NA,NA,1,5,5,9,3
"2927","Mujer","Secundaria Superior","Alemania",53,60,720,12,1,5,9,7,3
"2928","Mujer","Secundaria Superior","Alemania",75,75,90,1.5,1.25,5,8,8,3
"2929","Mujer","Secundaria Superior","Alemania",60,60,570,9.5,1,6,8,9,3
"2930",NA,NA,"Alemania",NA,30,480,8,0.5,5,8,8,4
"2931","Mujer","Master/Doctorado","Alemania",27,10,480,8,0.17,5,9,7,4
"2932","Mujer","Bachiller","Alemania",21,30,180,3,0.5,NA,NA,9,4
"2933","Hombre","Formacion Profesional","Alemania",37,150,210,3.5,2.5,2,4,10,4
"2934",NA,"Formacion Profesional","Alemania",81,150,60,1,2.5,4,6,7,3
"2935","Hombre","Master/Doctorado","Alemania",NA,45,120,2,0.75,6,7,5,4
"2936","Hombre","Secundaria Superior","Alemania",33,60,180,3,1,3,10,8,5
"2937","Hombre","Secundaria Superior","Alemania",22,30,120,2,0.5,1,1,7,5
"2938","Mujer","Formacion Profesional","Alemania",30,5,180,3,0.08,2,6,6,4
"2939","Mujer","Master/Doctorado","Alemania",34,90,240,4,1.5,4,9,9,4
"2940","Hombre","Secundaria Superior","Alemania",57,30,NA,NA,0.5,6,7,3,4
"2941","Mujer","Grado Universitario","Alemania",30,10,600,10,0.17,1,6,8,5
"2942","Mujer","Formacion Profesional","Alemania",73,220,NA,NA,3.67,4,4,7,4
"2943","Hombre","Formacion Profesional","Alemania",22,30,570,9.5,0.5,2,8,7,5
"2944","Mujer","Secundaria Superior","Alemania",43,90,720,12,1.5,0,2,7,4
"2945","Mujer","Master/Doctorado","Alemania",27,60,600,10,1,6,8,8,5
"2946","Mujer","Bachiller","Alemania",21,60,480,8,1,7,10,8,3
"2947","Mujer","Master/Doctorado","Alemania",48,60,240,4,1,7,8,10,4
"2948","Mujer","Bachiller","Alemania",20,60,480,8,1,5,3,7,5
"2949","Mujer","Secundaria Inferior","Alemania",17,30,420,7,0.5,4,5,8,3
"2950","Mujer","Formacion Profesional","Alemania",42,30,120,2,0.5,4,9,6,3
"2951","Mujer","Secundaria Superior","Alemania",62,240,240,4,4,8,10,8,4
"2952","Hombre","Secundaria Superior","Alemania",71,10,135,2.25,0.17,2,2,8,3
"2953","Mujer","Secundaria Superior","Alemania",50,120,240,4,2,1,4,5,3
"2954","Hombre","Grado Universitario","Alemania",65,150,300,5,2.5,1,4,4,4
"2955","Hombre","Bachiller","Alemania",NA,90,120,2,1.5,6,6,4,4
"2956","Mujer","Secundaria Superior","Alemania",63,270,180,3,4.5,0,2,4,3
"2957","Mujer","Secundaria Superior","Alemania",57,30,15,0.25,0.5,0,2,8,3
"2958","Hombre","Secundaria Superior","Alemania",48,30,20,0.33,0.5,1,2,3,5
"2959","Mujer","Master/Doctorado","Alemania",39,10,180,3,0.17,5,7,9,4
"2960","Hombre","Formacion Profesional","Alemania",32,30,360,6,0.5,0,8,3,3
"2961","Mujer","Secundaria Inferior","Alemania",82,150,90,1.5,2.5,8,9,9,4
"2962","Mujer","Secundaria Superior","Alemania",20,30,420,7,0.5,3,10,10,3
"2963","Mujer","Secundaria Superior","Alemania",59,120,600,10,2,2,8,9,5
"2964","Mujer","Secundaria Superior","Alemania",62,10,60,1,0.17,5,5,4,3
"2965","Hombre","Formacion Profesional","Alemania",42,30,90,1.5,0.5,2,5,7,2
"2966","Hombre","Formacion Profesional","Alemania",62,30,30,0.5,0.5,3,4,7,3
"2967","Mujer","Secundaria Inferior","Alemania",62,60,90,1.5,1,0,0,7,3
"2968","Hombre","Secundaria Superior","Alemania",43,75,120,2,1.25,9,9,9,4
"2969","Hombre","Formacion Profesional","Alemania",48,60,600,10,1,0,8,9,2
"2970","Mujer","Secundaria Inferior","Alemania",78,120,60,1,2,2,0,4,2
"2971","Mujer","Master/Doctorado","Alemania",43,45,120,2,0.75,7,8,10,5
"2972","Hombre","Primaria","Alemania",NA,180,NA,NA,3,4,8,4,2
"2973","Mujer","Secundaria Inferior","Alemania",84,210,NA,NA,3.5,3,5,8,3
"2974","Mujer","Master/Doctorado","Alemania",58,90,150,2.5,1.5,6,8,7,3
"2975","Hombre","Master/Doctorado","Alemania",53,30,30,0.5,0.5,6,7,5,3
"2976","Mujer","Secundaria Superior","Alemania",57,90,90,1.5,1.5,0,5,6,5
"2977","Hombre","Master/Doctorado","Alemania",52,30,720,12,0.5,3,7,7,4
"2978","Hombre","Secundaria Superior","Alemania",55,150,90,1.5,2.5,0,10,8,3
"2979","Hombre","Grado Universitario","Alemania",45,20,120,2,0.33,1,3,10,5
"2980","Mujer","Formacion Profesional","Alemania",51,30,180,3,0.5,5,9,5,4
"2981","Mujer",NA,"Alemania",42,0,150,2.5,0,0,8,NA,4
"2982",NA,"Master/Doctorado","Alemania",57,120,180,3,2,3,7,7,3
"2983","Mujer","Secundaria Superior","Alemania",61,135,NA,NA,2.25,3,3,8,4
"2984","Hombre","Master/Doctorado","Alemania",37,60,180,3,1,5,10,9,4
"2985","Hombre","Secundaria Superior","Alemania",72,150,20,0.33,2.5,4,7,7,4
"2986","Hombre","Master/Doctorado","Alemania",41,60,240,4,1,5,7,4,2
"2987","Mujer","Secundaria Superior","Alemania",59,60,120,2,1,4,6,2,3
"2988","Mujer","Secundaria Superior","Alemania",67,20,15,0.25,0.33,3,8,8,3
"2989","Mujer","Master/Doctorado","Alemania",45,60,60,1,1,3,5,8,3
"2990","Mujer","Secundaria Superior","Alemania",61,30,60,1,0.5,4,8,8,4
"2991","Mujer","Master/Doctorado","Alemania",57,60,240,4,1,2,8,1,4
"2992","Mujer","Secundaria Superior","Alemania",29,30,120,2,0.5,1,3,9,5
"2993","Mujer","Formacion Profesional","Alemania",66,90,210,3.5,1.5,2,9,10,4
"2994","Hombre","Formacion Profesional","Alemania",45,60,270,4.5,1,1,9,6,4
